pH,EC,W_Temp,A_Temp,Humid,CO2,Light_on_off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
6.73,1.01,18.57,17.46,67.6,1005,0,0,0,1,0,0,1,0,0,0,00100100,36
6.87,1.36,26.25,23.71,94.9,346,0,1,0,0,1,0,1,0,0,1,10010100,148
5.44,0.53,21.18,18.92,81.1,355,1,0,0,0,1,0,0,1,1,0,00010011,19
5.48,0.68,24.86,16.48,80.3,503,0,1,0,0,1,0,0,1,0,0,10010010,146
6.2,1.49,17.13,17.38,91.9,1050,0,0,0,1,1,0,0,0,0,1,00110000,48
6.08,1.28,17.67,19.93,55.6,955,1,0,0,0,0,1,0,0,0,1,00001000,8
6.41,0.85,24.29,21.07,54.8,585,0,1,0,0,0,1,0,0,0,0,10001000,136
5.67,0.63,20.51,20.87,64.8,690,1,0,0,0,0,0,0,1,0,0,00000010,2
5.43,0.92,24.13,24.53,63.0,1060,0,1,1,1,0,0,0,1,0,0,11100010,226
6.03,1.33,18.04,18.6,75.5,661,1,0,0,0,0,0,0,0,0,1,00000000,0
5.51,0.47,18.76,18.43,58.7,1004,1,0,0,1,0,1,0,1,1,0,00101011,43
6.67,1.39,23.51,25.3,61.5,436,0,1,1,0,0,0,1,0,0,1,11000100,196
6.77,0.65,23.26,27.19,94.6,512,0,1,1,0,1,0,1,0,0,0,11010100,212
5.43,0.7,23.86,24.23,75.9,978,0,1,1,0,0,0,0,1,0,0,11000010,194
6.06,0.37,17.99,24.14,57.9,899,0,0,1,0,0,1,0,0,1,0,01001001,73
6.49,0.31,20.59,18.93,51.5,387,0,0,0,0,0,1,0,0,1,0,00001001,9
5.89,1.3,17.26,22.66,72.8,480,1,0,0,0,0,0,0,0,0,1,00000000,0
6.15,0.55,19.42,21.46,74.0,1041,1,0,0,1,0,0,0,0,1,0,00100001,33
5.77,1.06,20.87,19.19,52.7,398,1,0,0,0,0,1,0,1,0,0,00001010,10
6.67,0.48,26.15,16.69,78.2,455,0,1,0,0,0,0,1,0,1,0,10000101,133
5.49,1.21,19.62,26.69,67.8,867,1,0,1,0,0,0,0,1,0,1,01000010,66
6.0,0.98,24.3,17.93,85.7,776,1,1,0,0,1,0,0,0,0,0,10010000,144
6.05,1.45,22.53,24.19,50.2,783,0,1,1,0,0,1,0,0,0,1,11001000,200
5.67,0.77,26.36,27.91,53.7,483,0,1,1,0,0,1,0,1,0,0,11001010,202
6.9,1.02,17.41,26.66,61.8,438,0,0,1,0,0,0,1,0,0,0,01000100,68
6.67,0.95,16.29,17.41,50.5,537,1,0,0,0,0,1,1,0,0,0,00001100,12
6.38,0.92,24.65,17.93,72.7,960,1,1,0,0,0,0,0,0,0,0,10000000,128
6.62,1.05,20.47,23.49,90.7,914,0,0,0,0,1,0,1,0,0,0,00010100,20
6.17,0.79,26.66,25.95,60.8,699,0,1,1,0,0,0,0,0,0,0,11000000,192
5.56,1.23,27.23,25.03,57.7,527,1,1,1,0,0,1,0,1,0,1,11001010,202
5.79,1.39,19.06,20.52,68.3,744,1,0,0,0,0,0,0,1,0,1,00000010,2
5.64,1.33,18.03,23.2,88.8,751,0,0,0,0,1,0,0,1,0,1,00010010,18
5.71,0.81,23.14,26.47,50.4,400,1,1,1,0,0,1,0,1,0,0,11001010,202
6.31,1.11,26.06,27.39,55.2,595,1,1,1,0,0,1,0,0,0,0,11001000,200
5.99,0.76,16.04,27.79,68.7,758,1,0,1,0,0,0,0,0,0,0,01000000,64
5.59,0.68,26.84,20.14,74.7,391,0,1,0,0,0,0,0,1,0,0,10000010,130
6.52,0.44,16.49,21.12,93.0,912,0,0,0,0,1,0,1,0,1,0,00010101,21
5.97,1.1,25.07,22.56,71.1,574,0,1,0,0,0,0,0,0,0,0,10000000,128
5.62,0.48,18.07,18.82,89.1,411,1,0,0,0,1,0,0,1,1,0,00010011,19
5.5,1.39,26.53,27.78,67.3,795,0,1,1,0,0,0,0,1,0,1,11000010,194
5.66,0.51,21.77,24.88,92.4,419,0,0,1,0,1,0,0,1,1,0,01010011,83
5.83,0.72,16.93,17.53,61.3,981,1,0,0,0,0,0,0,0,0,0,00000000,0
6.62,1.07,17.01,20.83,61.5,683,0,0,0,0,0,0,1,0,0,0,00000100,4
5.65,0.42,17.72,20.63,87.5,882,0,0,0,0,1,0,0,1,1,0,00010011,19
6.66,0.35,20.51,22.99,85.7,800,1,0,0,0,1,0,1,0,1,0,00010101,21
6.35,0.8,18.63,17.35,75.2,402,1,0,0,0,0,0,0,0,0,0,00000000,0
5.77,1.35,16.01,27.11,71.9,997,0,0,1,0,0,0,0,1,0,1,01000010,66
6.38,0.91,25.45,17.06,57.1,585,0,1,0,0,0,1,0,0,0,0,10001000,136
5.84,1.32,25.71,22.67,60.9,1055,1,1,0,1,0,0,0,0,0,1,10100000,160
5.97,0.81,23.19,19.82,91.6,432,0,1,0,0,1,0,0,0,0,0,10010000,144
6.12,0.92,21.47,22.51,71.4,402,1,0,0,0,0,0,0,0,0,0,00000000,0
6.89,0.64,24.44,20.42,65.5,344,1,1,0,0,0,0,1,0,0,0,10000100,132
5.6,0.6,22.44,21.25,73.1,893,0,1,0,0,0,0,0,1,0,0,10000010,130
5.48,1.38,18.9,16.83,89.4,850,0,0,0,0,1,0,0,1,0,1,00010010,18
6.41,0.63,26.98,23.57,81.2,1023,0,1,0,1,1,0,0,0,0,0,10110000,176
5.4,1.14,21.55,26.11,71.7,856,1,0,1,0,0,0,0,1,0,0,01000010,66
6.18,1.49,16.07,24.86,53.6,408,1,0,1,0,0,1,0,0,0,1,01001000,72
6.53,0.85,25.65,27.98,82.6,795,0,1,1,0,1,0,1,0,0,0,11010100,212
6.09,0.72,16.81,27.57,78.8,997,0,0,1,0,0,0,0,0,0,0,01000000,64
6.82,0.44,25.53,24.43,88.4,505,1,1,1,0,1,0,1,0,1,0,11010101,213
5.44,1.38,27.8,22.34,92.3,753,1,1,0,0,1,0,0,1,0,1,10010010,146
5.67,0.88,25.21,21.83,84.6,881,1,1,0,0,1,0,0,1,0,0,10010010,146
5.6,0.62,17.9,17.8,86.2,960,1,0,0,0,1,0,0,1,0,0,00010010,18
5.78,1.14,23.02,23.24,59.0,658,0,1,0,0,0,1,0,1,0,0,10001010,138
6.24,0.66,23.13,23.33,76.8,460,0,1,0,0,0,0,0,0,0,0,10000000,128
6.29,1.22,21.03,19.97,50.5,374,1,0,0,0,0,1,0,0,0,1,00001000,8
6.56,1.32,27.56,17.49,67.0,448,0,1,0,0,0,0,1,0,0,1,10000100,132
6.21,1.27,21.92,19.83,93.7,467,0,0,0,0,1,0,0,0,0,1,00010000,16
6.46,0.86,26.43,20.66,79.1,1073,0,1,0,1,0,0,0,0,0,0,10100000,160
6.13,0.31,16.38,18.53,67.7,559,0,0,0,0,0,0,0,0,1,0,00000001,1
5.56,0.64,19.95,24.05,56.4,529,1,0,1,0,0,1,0,1,0,0,01001010,74
6.43,0.95,22.86,26.33,73.4,310,1,1,1,0,0,0,0,0,0,0,11000000,192
6.08,0.46,27.97,17.57,77.6,850,1,1,0,0,0,0,0,0,1,0,10000001,129
6.8,1.1,16.56,23.2,85.9,328,1,0,0,0,1,0,1,0,0,0,00010100,20
5.93,0.84,26.51,23.99,78.0,536,0,1,0,0,0,0,0,0,0,0,10000000,128
6.08,1.36,18.49,20.85,60.5,555,0,0,0,0,0,0,0,0,0,1,00000000,0
6.65,0.36,16.18,22.17,70.3,344,0,0,0,0,0,0,1,0,1,0,00000101,5
6.32,1.07,17.39,25.24,93.8,540,0,0,1,0,1,0,0,0,0,0,01010000,80
6.51,1.14,17.38,27.01,75.9,415,0,0,1,0,0,0,1,0,0,0,01000100,68
6.02,0.33,22.11,20.11,59.9,938,1,1,0,0,0,1,0,0,1,0,10001001,137
6.37,0.82,21.75,18.25,94.3,788,0,0,0,0,1,0,0,0,0,0,00010000,16
6.2,0.51,27.16,17.54,65.7,695,1,1,0,0,0,0,0,0,1,0,10000001,129
6.7,1.41,25.67,20.17,92.4,879,0,1,0,0,1,0,1,0,0,1,10010100,148
6.39,0.49,19.17,27.97,80.6,554,0,0,1,0,1,0,0,0,1,0,01010001,81
5.54,0.39,21.82,17.73,65.4,717,0,0,0,0,0,0,0,1,1,0,00000011,3
6.82,0.63,19.89,18.36,75.3,735,0,0,0,0,0,0,1,0,0,0,00000100,4
6.5,1.18,22.55,26.71,81.3,539,1,1,1,0,1,0,0,0,0,0,11010000,208
5.91,1.15,21.52,24.64,59.9,425,1,0,1,0,0,1,0,0,0,0,01001000,72
5.97,0.72,16.51,20.6,57.2,450,0,0,0,0,0,1,0,0,0,0,00001000,8
5.98,0.87,24.3,26.28,66.9,667,1,1,1,0,0,0,0,0,0,0,11000000,192
6.3,1.08,19.72,25.24,58.1,801,0,0,1,0,0,1,0,0,0,0,01001000,72
5.94,1.49,21.71,26.52,69.8,921,0,0,1,0,0,0,0,0,0,1,01000000,64
6.42,1.33,18.17,21.05,86.1,857,0,0,0,0,1,0,0,0,0,1,00010000,16
6.6,0.73,19.09,17.22,66.2,544,1,0,0,0,0,0,1,0,0,0,00000100,4
5.83,0.59,23.1,19.97,67.0,1079,1,1,0,1,0,0,0,0,1,0,10100001,161
6.76,0.38,27.91,20.94,94.8,759,0,1,0,0,1,0,1,0,1,0,10010101,149
5.44,1.47,24.18,26.69,93.5,558,0,1,1,0,1,0,0,1,0,1,11010010,210
6.68,0.96,16.85,19.9,76.0,855,0,0,0,0,0,0,1,0,0,0,00000100,4
5.79,0.39,19.57,25.69,77.3,852,1,0,1,0,0,0,0,1,1,0,01000011,67
5.87,1.25,19.83,25.93,77.0,569,0,0,1,0,0,0,0,0,0,1,01000000,64
5.5,1.04,20.31,26.81,91.3,625,1,0,1,0,1,0,0,1,0,0,01010010,82
5.63,0.44,21.25,20.92,93.2,371,0,0,0,0,1,0,0,1,1,0,00010011,19
6.17,0.98,16.41,22.65,93.7,677,1,0,0,0,1,0,0,0,0,0,00010000,16
6.26,0.8,21.61,27.41,55.3,785,0,0,1,0,0,1,0,0,0,0,01001000,72
6.33,0.37,16.61,18.11,92.0,442,0,0,0,0,1,0,0,0,1,0,00010001,17
5.6,0.89,22.58,26.02,94.1,366,0,1,1,0,1,0,0,1,0,0,11010010,210
5.61,1.34,26.35,16.78,93.7,382,0,1,0,0,1,0,0,1,0,1,10010010,146
6.19,1.06,23.13,18.18,78.9,1087,1,1,0,1,0,0,0,0,0,0,10100000,160
6.26,1.5,27.34,22.04,82.1,773,0,1,0,0,1,0,0,0,0,1,10010000,144
6.67,0.65,24.35,25.35,69.5,543,1,1,1,0,0,0,1,0,0,0,11000100,196
6.65,0.46,20.09,22.62,64.8,606,0,0,0,0,0,0,1,0,1,0,00000101,5
6.56,0.31,20.69,23.36,60.8,1064,0,0,0,1,0,0,1,0,1,0,00100101,37
5.97,1.36,18.96,21.68,64.1,710,1,0,0,0,0,0,0,0,0,1,00000000,0
6.58,0.94,21.54,25.72,57.2,508,1,0,1,0,0,1,1,0,0,0,01001100,76
5.76,0.69,17.72,21.5,87.3,363,0,0,0,0,1,0,0,1,0,0,00010010,18
5.65,0.8,16.83,21.59,91.1,1100,0,0,0,1,1,0,0,1,0,0,00110010,50
5.92,0.69,18.17,20.33,92.2,872,0,0,0,0,1,0,0,0,0,0,00010000,16
6.7,0.62,17.33,26.28,90.0,629,0,0,1,0,1,0,1,0,0,0,01010100,84
6.32,0.85,16.67,21.27,60.9,1068,1,0,0,1,0,0,0,0,0,0,00100000,32
5.87,1.38,23.26,22.65,61.5,384,1,1,0,0,0,0,0,0,0,1,10000000,128
6.38,1.39,25.02,25.94,59.1,938,0,1,1,0,0,1,0,0,0,1,11001000,200
6.51,1.33,26.51,27.57,87.6,816,1,1,1,0,1,0,1,0,0,1,11010100,212
6.18,0.6,22.03,21.23,88.1,1038,1,1,0,1,1,0,0,0,0,0,10110000,176
6.38,1.34,17.76,21.79,56.7,735,0,0,0,0,0,1,0,0,0,1,00001000,8
6.59,1.01,23.03,24.35,63.6,523,0,1,1,0,0,0,1,0,0,0,11000100,196
6.09,1.31,17.2,18.64,82.2,903,0,0,0,0,1,0,0,0,0,1,00010000,16
5.69,0.48,25.58,22.65,75.0,1091,1,1,0,1,0,0,0,1,1,0,10100011,163
5.76,0.89,25.43,21.38,60.0,359,0,1,0,0,0,0,0,1,0,0,10000010,130
5.65,0.82,22.39,26.4,90.4,457,1,1,1,0,1,0,0,1,0,0,11010010,210
6.77,1.46,20.99,19.3,52.5,348,0,0,0,0,0,1,1,0,0,1,00001100,12
6.59,0.3,23.17,24.92,88.9,974,0,1,1,0,1,0,1,0,1,0,11010101,213
6.0,0.52,21.74,22.38,83.0,507,0,0,0,0,1,0,0,0,1,0,00010001,17
6.55,0.84,19.92,22.11,68.9,655,1,0,0,0,0,0,1,0,0,0,00000100,4
5.97,1.37,27.94,22.96,84.9,476,0,1,0,0,1,0,0,0,0,1,10010000,144
5.88,1.2,18.64,21.87,83.2,621,0,0,0,0,1,0,0,0,0,0,00010000,16
5.52,1.25,26.52,25.66,53.8,1082,0,1,1,1,0,1,0,1,0,1,11101010,234
6.85,1.1,27.05,24.43,53.2,872,1,1,1,0,0,1,1,0,0,0,11001100,204
6.76,1.03,16.1,20.89,67.4,500,0,0,0,0,0,0,1,0,0,0,00000100,4
6.13,1.37,19.78,23.82,77.4,304,1,0,0,0,0,0,0,0,0,1,00000000,0
5.54,0.58,19.1,23.94,55.6,832,1,0,0,0,0,1,0,1,1,0,00001011,11
5.71,0.43,16.65,26.27,85.3,586,1,0,1,0,1,0,0,1,1,0,01010011,83
5.56,0.54,27.26,20.08,77.3,1082,1,1,0,1,0,0,0,1,1,0,10100011,163
6.87,0.91,21.49,26.96,55.8,351,0,0,1,0,0,1,1,0,0,0,01001100,76
5.76,0.46,27.61,23.66,71.5,355,1,1,0,0,0,0,0,1,1,0,10000011,131
6.0,0.52,21.06,21.22,57.0,801,1,0,0,0,0,1,0,0,1,0,00001001,9
6.9,1.47,20.86,19.3,94.6,354,0,0,0,0,1,0,1,0,0,1,00010100,20
6.13,0.85,20.45,24.06,73.5,335,1,0,1,0,0,0,0,0,0,0,01000000,64
5.99,1.41,21.48,24.51,81.0,966,0,0,1,0,1,0,0,0,0,1,01010000,80
6.07,0.65,20.49,22.84,82.1,533,1,0,0,0,1,0,0,0,0,0,00010000,16
5.78,0.47,25.18,20.87,57.2,559,0,1,0,0,0,1,0,1,1,0,10001011,139
5.99,0.89,18.1,22.22,58.4,875,1,0,0,0,0,1,0,0,0,0,00001000,8
6.56,1.26,17.54,26.21,94.3,919,1,0,1,0,1,0,1,0,0,1,01010100,84
6.86,0.44,25.16,19.67,79.8,1085,0,1,0,1,0,0,1,0,1,0,10100101,165
5.52,1.35,23.3,27.17,77.0,907,1,1,1,0,0,0,0,1,0,1,11000010,194
6.02,1.35,26.14,17.69,90.4,596,1,1,0,0,1,0,0,0,0,1,10010000,144
5.64,0.45,23.15,26.63,79.5,812,1,1,1,0,0,0,0,1,1,0,11000011,195
6.33,0.99,19.98,18.53,52.2,1086,0,0,0,1,0,1,0,0,0,0,00101000,40
5.42,1.49,26.82,16.22,67.3,400,1,1,0,0,0,0,0,1,0,1,10000010,130
5.58,0.84,27.98,24.8,83.6,866,1,1,1,0,1,0,0,1,0,0,11010010,210
6.89,1.06,22.23,19.39,87.3,892,0,1,0,0,1,0,1,0,0,0,10010100,148
5.7,0.64,21.94,21.58,55.3,738,1,0,0,0,0,1,0,1,0,0,00001010,10
5.74,1.07,16.67,22.33,81.6,382,1,0,0,0,1,0,0,1,0,0,00010010,18
6.88,0.75,27.91,21.75,73.3,1019,0,1,0,1,0,0,1,0,0,0,10100100,164
5.73,1.11,22.58,21.96,90.3,691,1,1,0,0,1,0,0,1,0,0,10010010,146
6.08,0.97,16.22,26.96,65.4,424,1,0,1,0,0,0,0,0,0,0,01000000,64
5.49,0.81,16.52,25.82,63.2,573,1,0,1,0,0,0,0,1,0,0,01000010,66
6.02,0.92,18.07,25.93,87.4,951,1,0,1,0,1,0,0,0,0,0,01010000,80
6.67,0.88,26.46,19.25,92.3,381,0,1,0,0,1,0,1,0,0,0,10010100,148
6.02,0.67,23.68,27.42,78.6,584,0,1,1,0,0,0,0,0,0,0,11000000,192
6.27,1.35,25.99,25.35,90.8,336,1,1,1,0,1,0,0,0,0,1,11010000,208
6.53,1.36,20.2,20.51,93.6,545,1,0,0,0,1,0,1,0,0,1,00010100,20
5.81,0.45,18.65,16.04,94.3,692,1,0,0,0,1,0,0,0,1,0,00010001,17
6.6,0.41,24.88,25.1,66.4,543,0,1,1,0,0,0,1,0,1,0,11000101,197
6.59,0.7,19.89,16.43,88.0,750,0,0,0,0,1,0,1,0,0,0,00010100,20
6.03,0.74,16.16,21.5,63.1,701,0,0,0,0,0,0,0,0,0,0,00000000,0
6.2,0.44,21.54,23.93,87.8,1019,1,0,0,1,1,0,0,0,1,0,00110001,49
6.11,0.78,18.27,22.03,58.9,766,0,0,0,0,0,1,0,0,0,0,00001000,8
5.76,1.37,20.68,24.88,53.6,952,0,0,1,0,0,1,0,1,0,1,01001010,74
5.58,1.13,18.42,20.58,66.2,985,0,0,0,0,0,0,0,1,0,0,00000010,2
5.77,1.22,21.26,17.64,81.2,813,1,0,0,0,1,0,0,1,0,1,00010010,18
6.35,1.2,18.35,17.61,91.6,380,0,0,0,0,1,0,0,0,0,0,00010000,16
6.56,0.69,17.39,16.36,54.1,822,0,0,0,0,0,1,1,0,0,0,00001100,12
6.38,1.15,19.61,19.84,84.7,1059,1,0,0,1,1,0,0,0,0,0,00110000,48
6.54,1.03,24.14,26.93,80.7,641,0,1,1,0,1,0,1,0,0,0,11010100,212
6.28,1.32,18.48,27.14,55.2,395,1,0,1,0,0,1,0,0,0,1,01001000,72
6.62,0.71,24.03,25.52,63.7,560,1,1,1,0,0,0,1,0,0,0,11000100,196
5.57,0.83,27.0,21.61,92.8,920,0,1,0,0,1,0,0,1,0,0,10010010,146
6.48,0.9,19.46,26.11,84.8,460,0,0,1,0,1,0,0,0,0,0,01010000,80
6.39,0.34,18.96,23.27,58.9,901,0,0,0,0,0,1,0,0,1,0,00001001,9
6.51,0.9,21.38,25.75,83.4,488,0,0,1,0,1,0,1,0,0,0,01010100,84
6.15,1.41,22.32,21.05,92.3,766,1,1,0,0,1,0,0,0,0,1,10010000,144
5.44,1.39,26.56,27.39,66.7,1021,0,1,1,1,0,0,0,1,0,1,11100010,226
5.57,1.44,27.38,20.16,55.5,443,0,1,0,0,0,1,0,1,0,1,10001010,138
6.39,1.34,17.53,26.53,60.2,992,0,0,1,0,0,0,0,0,0,1,01000000,64
6.82,1.01,22.85,26.44,93.0,1029,1,1,1,1,1,0,1,0,0,0,11110100,244
6.08,0.52,26.0,19.48,70.5,800,1,1,0,0,0,0,0,0,1,0,10000001,129
6.45,0.35,20.7,19.03,60.7,682,1,0,0,0,0,0,0,0,1,0,00000001,1
6.13,1.05,18.06,22.94,65.3,526,0,0,0,0,0,0,0,0,0,0,00000000,0
6.83,0.66,26.26,18.57,80.5,654,1,1,0,0,1,0,1,0,0,0,10010100,148
5.54,1.46,19.75,22.5,86.9,721,0,0,0,0,1,0,0,1,0,1,00010010,18
5.98,0.39,27.49,26.47,93.4,805,0,1,1,0,1,0,0,0,1,0,11010001,209
6.63,1.34,25.21,22.63,79.2,960,1,1,0,0,0,0,1,0,0,1,10000100,132
6.27,1.23,22.55,24.97,59.3,390,1,1,1,0,0,1,0,0,0,1,11001000,200
5.69,1.44,19.14,23.44,92.6,321,1,0,0,0,1,0,0,1,0,1,00010010,18
6.09,0.47,20.1,23.47,67.5,647,0,0,0,0,0,0,0,0,1,0,00000001,1
6.62,1.21,26.44,24.61,55.8,370,1,1,1,0,0,1,1,0,0,1,11001100,204
5.43,1.37,26.82,21.4,67.8,901,0,1,0,0,0,0,0,1,0,1,10000010,130
6.61,0.49,25.48,17.49,80.2,676,0,1,0,0,1,0,1,0,1,0,10010101,149
6.66,0.5,21.46,22.3,77.4,599,0,0,0,0,0,0,1,0,1,0,00000101,5
5.77,1.23,27.54,25.8,72.5,338,1,1,1,0,0,0,0,1,0,1,11000010,194
5.66,0.53,23.42,18.49,74.6,994,1,1,0,0,0,0,0,1,1,0,10000011,131
6.35,1.3,27.28,19.19,86.8,707,1,1,0,0,1,0,0,0,0,1,10010000,144
5.61,0.97,17.84,24.5,67.3,523,1,0,1,0,0,0,0,1,0,0,01000010,66
5.73,0.45,16.16,17.89,89.0,548,1,0,0,0,1,0,0,1,1,0,00010011,19
6.3,1.25,24.1,27.77,82.4,666,0,1,1,0,1,0,0,0,0,1,11010000,208
6.67,1.04,26.24,24.9,77.2,983,1,1,1,0,0,0,1,0,0,0,11000100,196
6.69,1.08,24.17,26.96,86.8,951,0,1,1,0,1,0,1,0,0,0,11010100,212
6.29,1.19,23.5,25.78,74.7,693,0,1,1,0,0,0,0,0,0,0,11000000,192
6.01,1.38,24.79,24.1,68.8,1056,1,1,1,1,0,0,0,0,0,1,11100000,224
5.45,1.13,27.06,26.68,64.3,382,1,1,1,0,0,0,0,1,0,0,11000010,194
5.68,1.22,22.96,19.93,60.0,450,1,1,0,0,0,0,0,1,0,1,10000010,130
6.2,0.33,19.06,16.9,85.7,330,1,0,0,0,1,0,0,0,1,0,00010001,17
5.77,0.65,17.24,18.49,91.9,428,1,0,0,0,1,0,0,1,0,0,00010010,18
6.35,1.09,16.28,16.58,89.2,800,0,0,0,0,1,0,0,0,0,0,00010000,16
5.53,1.15,25.35,18.04,89.2,644,1,1,0,0,1,0,0,1,0,0,10010010,146
5.55,0.52,18.01,24.89,86.6,375,0,0,1,0,1,0,0,1,1,0,01010011,83
6.74,0.4,21.26,24.66,87.4,1034,0,0,1,1,1,0,1,0,1,0,01110101,117
6.72,1.0,23.51,24.04,76.3,839,0,1,1,0,0,0,1,0,0,0,11000100,196
5.97,0.82,19.38,23.66,75.9,386,1,0,0,0,0,0,0,0,0,0,00000000,0
6.32,1.34,22.01,22.24,89.3,888,0,1,0,0,1,0,0,0,0,1,10010000,144
5.59,1.41,23.61,22.85,85.6,751,0,1,0,0,1,0,0,1,0,1,10010010,146
6.73,0.73,23.77,16.45,68.6,963,1,1,0,0,0,0,1,0,0,0,10000100,132
5.99,0.99,22.88,26.64,59.3,1018,1,1,1,1,0,1,0,0,0,0,11101000,232
6.02,0.94,22.92,16.98,54.7,354,1,1,0,0,0,1,0,0,0,0,10001000,136
6.34,0.7,27.68,24.38,79.9,567,0,1,1,0,0,0,0,0,0,0,11000000,192
5.59,1.46,17.44,25.79,92.2,666,0,0,1,0,1,0,0,1,0,1,01010010,82
5.89,0.9,20.89,23.24,61.8,827,0,0,0,0,0,0,0,0,0,0,00000000,0
6.59,1.37,20.3,16.66,63.5,759,0,0,0,0,0,0,1,0,0,1,00000100,4
6.89,1.26,24.8,16.24,64.6,501,1,1,0,0,0,0,1,0,0,1,10000100,132
5.65,0.99,23.08,17.2,61.3,558,1,1,0,0,0,0,0,1,0,0,10000010,130
6.04,1.11,21.22,22.94,85.3,797,0,0,0,0,1,0,0,0,0,0,00010000,16
6.9,0.5,27.13,24.77,70.2,985,0,1,1,0,0,0,1,0,1,0,11000101,197
5.9,1.26,25.87,23.59,73.5,366,1,1,0,0,0,0,0,0,0,1,10000000,128
6.61,0.78,22.78,26.74,92.6,366,1,1,1,0,1,0,1,0,0,0,11010100,212
6.4,0.74,20.08,22.18,62.7,452,1,0,0,0,0,0,0,0,0,0,00000000,0
6.57,1.0,23.36,25.77,70.9,1018,0,1,1,1,0,0,1,0,0,0,11100100,228
6.14,0.61,16.52,27.87,58.8,498,1,0,1,0,0,1,0,0,0,0,01001000,72
6.29,1.21,17.79,26.2,79.2,379,0,0,1,0,0,0,0,0,0,1,01000000,64
6.64,0.7,18.26,27.32,51.8,1034,0,0,1,1,0,1,1,0,0,0,01101100,108
6.56,1.47,18.49,26.84,69.1,946,0,0,1,0,0,0,1,0,0,1,01000100,68
6.71,0.71,18.41,26.25,61.6,941,1,0,1,0,0,0,1,0,0,0,01000100,68
6.31,0.99,26.32,27.83,92.0,1090,0,1,1,1,1,0,0,0,0,0,11110000,240
5.5,0.54,18.0,23.7,79.0,536,1,0,0,0,0,0,0,1,1,0,00000011,3
5.42,0.77,18.16,23.64,69.7,689,0,0,0,0,0,0,0,1,0,0,00000010,2
5.64,1.32,18.61,18.57,71.2,316,1,0,0,0,0,0,0,1,0,1,00000010,2
5.84,0.86,16.73,20.18,58.3,1005,1,0,0,1,0,1,0,0,0,0,00101000,40
6.4,0.9,18.05,25.49,79.5,403,1,0,1,0,0,0,0,0,0,0,01000000,64
6.23,1.14,18.3,19.77,92.0,585,1,0,0,0,1,0,0,0,0,0,00010000,16
6.04,0.51,20.87,21.92,94.6,1062,1,0,0,1,1,0,0,0,1,0,00110001,49
6.2,0.6,21.27,16.83,69.7,667,1,0,0,0,0,0,0,0,0,0,00000000,0
5.9,0.53,21.35,23.79,52.8,821,1,0,0,0,0,1,0,0,1,0,00001001,9
