pH,EC,W_Temp,A_Temp,Humid,CO2,Light_on_off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
5.98,0.33,19.03,18.74,88.7,919,1,0,0,0,1,0,0,0,1,0,00010001,17
5.89,0.77,23.31,22.33,53.9,542,0,1,0,0,0,1,0,0,0,0,10001000,136
5.76,1.46,25.18,18.81,94.5,1083,0,1,0,1,1,0,0,1,0,1,10110010,178
6.81,1.22,24.6,17.47,68.2,792,0,1,0,0,0,0,1,0,0,1,10000100,132
5.45,0.71,23.38,24.6,75.0,742,1,1,1,0,0,0,0,1,0,0,11000010,194
5.87,1.19,19.55,23.34,94.9,547,1,0,0,0,1,0,0,0,0,0,00010000,16
6.88,0.71,17.98,22.8,77.4,697,1,0,0,0,0,0,1,0,0,0,00000100,4
5.58,1.47,18.91,17.95,81.7,891,0,0,0,0,1,0,0,1,0,1,00010010,18
6.13,0.48,16.65,23.27,78.3,1092,0,0,0,1,0,0,0,0,1,0,00100001,33
6.9,0.35,27.46,22.35,79.2,624,0,1,0,0,0,0,1,0,1,0,10000101,133
6.81,0.59,23.03,19.56,90.5,321,1,1,0,0,1,0,1,0,1,0,10010101,149
5.8,1.03,16.63,19.05,61.3,379,1,0,0,0,0,0,0,0,0,0,00000000,0
5.54,1.03,20.17,27.29,77.8,856,0,0,1,0,0,0,0,1,0,0,01000010,66
6.17,0.39,24.34,19.33,76.5,332,0,1,0,0,0,0,0,0,1,0,10000001,129
5.72,1.32,18.78,17.57,68.5,718,1,0,0,0,0,0,0,1,0,1,00000010,2
6.59,1.03,17.96,23.01,81.1,666,1,0,0,0,1,0,1,0,0,0,00010100,20
6.05,1.3,27.28,18.04,90.7,731,0,1,0,0,1,0,0,0,0,1,10010000,144
6.44,0.76,18.4,24.82,66.3,719,1,0,1,0,0,0,0,0,0,0,01000000,64
6.12,0.98,26.59,25.03,64.8,774,1,1,1,0,0,0,0,0,0,0,11000000,192
5.53,1.45,27.88,23.65,86.8,738,1,1,0,0,1,0,0,1,0,1,10010010,146
6.0,1.43,28.0,19.61,77.6,997,1,1,0,0,0,0,0,0,0,1,10000000,128
5.99,0.42,18.03,16.0,92.8,989,1,0,0,0,1,0,0,0,1,0,00010001,17
5.71,0.99,25.02,23.75,77.4,627,1,1,0,0,0,0,0,1,0,0,10000010,130
5.78,1.2,27.08,25.68,86.8,917,1,1,1,0,1,0,0,1,0,0,11010010,210
5.55,0.81,25.14,26.49,80.0,364,1,1,1,0,0,0,0,1,0,0,11000010,194
6.04,0.91,19.33,19.86,62.2,1082,1,0,0,1,0,0,0,0,0,0,00100000,32
6.6,0.33,17.21,18.78,62.0,370,0,0,0,0,0,0,1,0,1,0,00000101,5
6.8,1.13,18.08,23.6,83.6,706,0,0,0,0,1,0,1,0,0,0,00010100,20
6.42,0.75,21.93,18.43,94.6,361,0,0,0,0,1,0,0,0,0,0,00010000,16
6.55,1.32,23.72,18.31,62.2,827,1,1,0,0,0,0,1,0,0,1,10000100,132
5.54,0.68,26.1,25.97,57.1,1030,1,1,1,1,0,1,0,1,0,0,11101010,234
6.63,1.27,19.68,26.62,56.0,340,0,0,1,0,0,1,1,0,0,1,01001100,76
5.9,0.81,24.5,18.04,84.0,487,0,1,0,0,1,0,0,0,0,0,10010000,144
6.55,0.48,18.85,22.69,81.5,517,0,0,0,0,1,0,1,0,1,0,00010101,21
5.52,1.14,18.58,23.51,52.6,321,1,0,0,0,0,1,0,1,0,0,00001010,10
5.81,0.31,20.56,21.61,86.5,594,0,0,0,0,1,0,0,0,1,0,00010001,17
6.35,0.7,25.38,21.13,87.3,1048,1,1,0,1,1,0,0,0,0,0,10110000,176
6.82,0.83,19.02,25.55,94.6,868,0,0,1,0,1,0,1,0,0,0,01010100,84
5.99,1.13,24.29,26.82,92.7,618,0,1,1,0,1,0,0,0,0,0,11010000,208
5.74,0.59,17.46,19.68,63.3,915,0,0,0,0,0,0,0,1,1,0,00000011,3
6.22,1.01,22.21,26.67,93.9,742,1,1,1,0,1,0,0,0,0,0,11010000,208
6.27,0.7,19.87,17.43,58.6,997,0,0,0,0,0,1,0,0,0,0,00001000,8
5.46,1.14,17.37,22.3,61.4,898,1,0,0,0,0,0,0,1,0,0,00000010,2
6.63,1.0,26.72,16.39,69.6,528,1,1,0,0,0,0,1,0,0,0,10000100,132
6.67,0.56,23.15,18.72,85.6,492,0,1,0,0,1,0,1,0,1,0,10010101,149
5.69,1.24,24.13,18.67,69.1,866,1,1,0,0,0,0,0,1,0,1,10000010,130
5.87,0.91,22.59,22.44,53.3,832,0,1,0,0,0,1,0,0,0,0,10001000,136
6.81,1.43,21.36,23.29,51.9,694,1,0,0,0,0,1,1,0,0,1,00001100,12
5.55,0.89,22.4,22.5,79.7,507,1,1,0,0,0,0,0,1,0,0,10000010,130
6.34,0.96,24.97,22.99,75.7,325,1,1,0,0,0,0,0,0,0,0,10000000,128
6.49,1.33,19.18,27.38,71.4,897,0,0,1,0,0,0,0,0,0,1,01000000,64
6.5,0.4,20.81,21.36,72.8,535,0,0,0,0,0,0,0,0,1,0,00000001,1
6.89,0.8,25.5,19.28,76.9,757,0,1,0,0,0,0,1,0,0,0,10000100,132
5.64,1.25,17.66,18.96,90.2,431,0,0,0,0,1,0,0,1,0,1,00010010,18
6.78,1.35,16.22,21.34,90.1,675,0,0,0,0,1,0,1,0,0,1,00010100,20
6.19,0.64,25.26,20.42,53.3,623,0,1,0,0,0,1,0,0,0,0,10001000,136
6.37,1.23,16.31,27.98,50.6,941,0,0,1,0,0,1,0,0,0,1,01001000,72
5.9,0.34,25.07,18.44,85.9,756,1,1,0,0,1,0,0,0,1,0,10010001,145
5.71,0.9,24.0,16.04,82.7,564,0,1,0,0,1,0,0,1,0,0,10010010,146
6.89,0.39,26.85,18.99,89.2,352,1,1,0,0,1,0,1,0,1,0,10010101,149
6.67,1.1,21.26,17.03,83.4,929,0,0,0,0,1,0,1,0,0,0,00010100,20
6.86,0.79,24.31,19.02,68.9,697,1,1,0,0,0,0,1,0,0,0,10000100,132
5.48,0.35,21.58,16.38,65.5,1023,1,0,0,1,0,0,0,1,1,0,00100011,35
5.5,1.01,26.87,25.72,69.8,787,1,1,1,0,0,0,0,1,0,0,11000010,194
6.07,1.44,20.89,18.02,82.9,368,0,0,0,0,1,0,0,0,0,1,00010000,16
6.38,0.62,21.37,25.99,66.9,352,0,0,1,0,0,0,0,0,0,0,01000000,64
5.69,1.06,21.77,26.55,89.7,338,0,0,1,0,1,0,0,1,0,0,01010010,82
6.45,0.9,23.12,26.41,78.3,702,0,1,1,0,0,0,0,0,0,0,11000000,192
6.04,1.49,17.86,24.41,89.7,635,0,0,1,0,1,0,0,0,0,1,01010000,80
6.32,0.41,22.87,26.66,57.6,897,1,1,1,0,0,1,0,0,1,0,11001001,201
5.88,0.81,16.46,19.61,85.0,469,0,0,0,0,1,0,0,0,0,0,00010000,16
5.53,0.9,22.68,27.35,81.5,415,1,1,1,0,1,0,0,1,0,0,11010010,210
6.3,1.45,22.72,20.4,58.0,991,0,1,0,0,0,1,0,0,0,1,10001000,136
6.53,0.51,17.03,22.58,78.4,901,1,0,0,0,0,0,1,0,1,0,00000101,5
6.33,1.18,16.59,16.94,80.1,1030,0,0,0,1,1,0,0,0,0,0,00110000,48
6.38,0.42,21.2,26.43,93.1,1073,0,0,1,1,1,0,0,0,1,0,01110001,113
5.54,1.39,19.65,22.97,51.5,915,0,0,0,0,0,1,0,1,0,1,00001010,10
6.11,0.77,27.7,26.36,86.3,313,1,1,1,0,1,0,0,0,0,0,11010000,208
6.31,0.73,23.7,23.06,89.6,1002,0,1,0,1,1,0,0,0,0,0,10110000,176
6.05,0.82,20.82,25.33,76.6,743,0,0,1,0,0,0,0,0,0,0,01000000,64
6.11,1.46,26.47,20.03,70.6,937,0,1,0,0,0,0,0,0,0,1,10000000,128
5.75,1.3,21.93,26.75,64.1,395,1,0,1,0,0,0,0,1,0,1,01000010,66
5.7,0.79,19.33,19.08,79.0,478,0,0,0,0,0,0,0,1,0,0,00000010,2
6.14,0.35,17.08,20.58,67.6,706,0,0,0,0,0,0,0,0,1,0,00000001,1
6.55,1.35,26.18,16.9,56.2,471,1,1,0,0,0,1,1,0,0,1,10001100,140
6.61,0.73,23.31,20.59,84.0,628,1,1,0,0,1,0,1,0,0,0,10010100,148
5.73,0.93,26.28,21.39,62.6,583,1,1,0,0,0,0,0,1,0,0,10000010,130
6.69,0.81,16.47,18.75,57.7,343,0,0,0,0,0,1,1,0,0,0,00001100,12
6.66,1.09,17.86,22.39,86.7,1032,0,0,0,1,1,0,1,0,0,0,00110100,52
5.77,1.31,25.69,19.25,88.5,959,0,1,0,0,1,0,0,1,0,1,10010010,146
5.58,1.11,17.45,16.16,66.4,898,1,0,0,0,0,0,0,1,0,0,00000010,2
6.57,0.91,17.91,18.2,70.7,735,1,0,0,0,0,0,1,0,0,0,00000100,4
5.62,0.73,17.07,20.14,72.1,380,0,0,0,0,0,0,0,1,0,0,00000010,2
6.08,1.37,16.63,16.48,75.0,684,0,0,0,0,0,0,0,0,0,1,00000000,0
6.17,0.45,26.86,23.81,83.1,486,0,1,0,0,1,0,0,0,1,0,10010001,145
6.48,0.53,24.97,25.1,92.7,791,1,1,1,0,1,0,0,0,1,0,11010001,209
5.67,0.83,21.83,19.93,73.6,631,1,0,0,0,0,0,0,1,0,0,00000010,2
6.07,1.05,17.89,21.94,67.5,987,0,0,0,0,0,0,0,0,0,0,00000000,0
5.66,0.93,27.83,22.86,76.6,668,1,1,0,0,0,0,0,1,0,0,10000010,130
5.66,1.25,18.25,18.0,90.8,684,0,0,0,0,1,0,0,1,0,1,00010010,18
5.84,0.94,26.25,27.51,68.3,405,1,1,1,0,0,0,0,0,0,0,11000000,192
5.41,0.91,24.11,27.05,65.9,949,1,1,1,0,0,0,0,1,0,0,11000010,194
5.86,0.34,24.8,26.6,56.3,1091,1,1,1,1,0,1,0,0,1,0,11101001,233
6.62,1.39,20.31,19.53,68.8,536,1,0,0,0,0,0,1,0,0,1,00000100,4
6.4,1.39,21.33,16.14,60.9,1004,1,0,0,1,0,0,0,0,0,1,00100000,32
6.71,0.91,18.99,25.82,83.7,713,0,0,1,0,1,0,1,0,0,0,01010100,84
6.72,0.51,25.76,19.38,80.4,303,1,1,0,0,1,0,1,0,1,0,10010101,149
5.82,0.54,25.01,19.09,88.2,696,0,1,0,0,1,0,0,0,1,0,10010001,145
5.86,1.26,27.14,26.1,73.9,965,0,1,1,0,0,0,0,0,0,1,11000000,192
6.54,0.5,24.99,16.45,80.1,450,0,1,0,0,1,0,1,0,1,0,10010101,149
6.21,1.24,21.2,17.87,80.8,687,0,0,0,0,1,0,0,0,0,1,00010000,16
6.45,1.02,16.97,16.77,89.1,367,1,0,0,0,1,0,0,0,0,0,00010000,16
6.55,0.35,19.25,26.74,92.8,448,0,0,1,0,1,0,1,0,1,0,01010101,85
5.4,0.6,16.89,21.86,89.0,1094,1,0,0,1,1,0,0,1,0,0,00110010,50
6.63,1.14,26.7,22.86,85.5,973,0,1,0,0,1,0,1,0,0,0,10010100,148
6.55,0.76,21.84,19.09,92.9,1079,1,0,0,1,1,0,1,0,0,0,00110100,52
6.25,0.53,17.15,17.1,53.0,399,1,0,0,0,0,1,0,0,1,0,00001001,9
6.18,1.23,22.42,24.55,51.9,614,0,1,1,0,0,1,0,0,0,1,11001000,200
5.48,1.19,25.04,20.25,55.1,993,1,1,0,0,0,1,0,1,0,0,10001010,138
5.67,1.11,22.85,24.15,57.1,452,1,1,1,0,0,1,0,1,0,0,11001010,202
5.91,0.61,16.85,21.27,83.0,1057,1,0,0,1,1,0,0,0,0,0,00110000,48
6.72,1.05,25.2,23.85,83.8,313,0,1,0,0,1,0,1,0,0,0,10010100,148
5.72,1.04,18.39,27.49,58.5,1058,1,0,1,1,0,1,0,1,0,0,01101010,106
6.73,0.5,25.64,18.3,78.7,584,1,1,0,0,0,0,1,0,1,0,10000101,133
5.74,1.02,22.76,17.77,78.6,630,0,1,0,0,0,0,0,1,0,0,10000010,130
6.53,1.44,21.87,16.01,55.3,513,1,0,0,0,0,1,1,0,0,1,00001100,12
6.87,0.85,23.1,24.03,68.8,896,0,1,1,0,0,0,1,0,0,0,11000100,196
6.65,1.18,22.42,17.79,88.5,754,0,1,0,0,1,0,1,0,0,0,10010100,148
6.42,1.24,16.97,26.14,70.5,929,1,0,1,0,0,0,0,0,0,1,01000000,64
5.88,1.38,26.59,19.28,83.8,1022,0,1,0,1,1,0,0,0,0,1,10110000,176
5.86,0.61,24.23,16.73,78.3,358,1,1,0,0,0,0,0,0,0,0,10000000,128
5.91,0.8,25.84,16.35,68.7,554,0,1,0,0,0,0,0,0,0,0,10000000,128
6.38,0.96,20.8,21.24,63.1,590,1,0,0,0,0,0,0,0,0,0,00000000,0
6.35,0.36,24.74,20.69,55.3,745,1,1,0,0,0,1,0,0,1,0,10001001,137
5.45,0.97,26.87,27.29,86.2,1009,0,1,1,1,1,0,0,1,0,0,11110010,242
5.92,0.84,16.06,25.22,55.0,893,0,0,1,0,0,1,0,0,0,0,01001000,72
5.82,0.75,23.0,22.57,70.3,1064,0,1,0,1,0,0,0,0,0,0,10100000,160
5.95,1.18,25.78,21.96,75.4,750,1,1,0,0,0,0,0,0,0,0,10000000,128
5.74,1.41,20.98,20.81,71.1,403,0,0,0,0,0,0,0,1,0,1,00000010,2
6.18,1.36,22.97,22.36,50.6,304,1,1,0,0,0,1,0,0,0,1,10001000,136
6.14,0.88,19.03,24.12,81.5,499,0,0,1,0,1,0,0,0,0,0,01010000,80
6.18,0.93,26.36,18.29,59.4,941,0,1,0,0,0,1,0,0,0,0,10001000,136
5.96,0.71,23.88,19.44,80.4,951,0,1,0,0,1,0,0,0,0,0,10010000,144
6.51,1.16,26.45,21.2,87.5,444,0,1,0,0,1,0,1,0,0,0,10010100,148
5.53,1.1,26.62,24.03,83.3,623,0,1,1,0,1,0,0,1,0,0,11010010,210
6.38,1.27,22.08,17.31,73.6,577,1,1,0,0,0,0,0,0,0,1,10000000,128
6.48,0.43,25.68,17.54,77.7,321,1,1,0,0,0,0,0,0,1,0,10000001,129
5.48,0.76,22.83,19.4,51.9,1036,0,1,0,1,0,1,0,1,0,0,10101010,170
5.55,0.34,25.15,26.15,60.2,414,0,1,1,0,0,0,0,1,1,0,11000011,195
6.71,1.22,17.63,16.17,76.6,762,0,0,0,0,0,0,1,0,0,1,00000100,4
6.09,0.93,22.54,16.14,58.7,775,1,1,0,0,0,1,0,0,0,0,10001000,136
5.57,0.37,21.92,23.01,83.8,685,0,0,0,0,1,0,0,1,1,0,00010011,19
6.76,1.29,20.03,27.71,89.0,799,0,0,1,0,1,0,1,0,0,1,01010100,84
5.71,0.57,20.18,26.85,87.6,1044,1,0,1,1,1,0,0,1,1,0,01110011,115
6.11,0.86,18.56,16.6,80.4,542,1,0,0,0,1,0,0,0,0,0,00010000,16
6.4,1.24,16.3,25.35,78.5,1023,0,0,1,1,0,0,0,0,0,1,01100000,96
5.61,1.35,23.01,26.47,52.5,498,1,1,1,0,0,1,0,1,0,1,11001010,202
6.49,1.15,21.6,21.11,57.8,608,0,0,0,0,0,1,0,0,0,0,00001000,8
6.11,1.06,16.1,20.13,94.2,833,0,0,0,0,1,0,0,0,0,0,00010000,16
6.32,0.85,18.27,20.16,68.3,1075,1,0,0,1,0,0,0,0,0,0,00100000,32
6.72,1.4,20.64,24.97,86.0,768,0,0,1,0,1,0,1,0,0,1,01010100,84
6.04,1.07,24.86,23.02,74.2,1071,0,1,0,1,0,0,0,0,0,0,10100000,160
5.5,0.86,20.69,19.31,74.9,963,0,0,0,0,0,0,0,1,0,0,00000010,2
6.78,0.64,21.25,27.21,54.4,583,0,0,1,0,0,1,1,0,0,0,01001100,76
5.8,0.67,22.25,19.6,89.4,699,0,1,0,0,1,0,0,0,0,0,10010000,144
5.54,1.21,16.83,27.19,73.1,841,0,0,1,0,0,0,0,1,0,1,01000010,66
5.44,1.29,26.46,23.64,80.4,734,1,1,0,0,1,0,0,1,0,1,10010010,146
5.49,1.36,16.79,21.62,55.5,691,0,0,0,0,0,1,0,1,0,1,00001010,10
6.17,0.98,17.6,19.68,84.8,910,1,0,0,0,1,0,0,0,0,0,00010000,16
5.71,0.5,27.01,23.19,56.6,565,1,1,0,0,0,1,0,1,1,0,10001011,139
6.5,1.3,21.34,26.93,55.5,434,1,0,1,0,0,1,0,0,0,1,01001000,72
6.61,0.79,18.23,27.53,62.8,520,1,0,1,0,0,0,1,0,0,0,01000100,68
5.64,0.9,26.66,24.55,56.8,534,1,1,1,0,0,1,0,1,0,0,11001010,202
6.89,0.89,26.26,18.62,64.8,464,0,1,0,0,0,0,1,0,0,0,10000100,132
6.47,1.24,20.81,17.29,59.3,975,0,0,0,0,0,1,0,0,0,1,00001000,8
5.48,0.81,27.74,19.57,89.5,998,1,1,0,0,1,0,0,1,0,0,10010010,146
6.04,1.15,16.36,19.27,78.8,440,0,0,0,0,0,0,0,0,0,0,00000000,0
6.54,0.9,27.49,19.85,82.1,914,1,1,0,0,1,0,1,0,0,0,10010100,148
5.87,0.55,19.46,16.26,94.3,962,0,0,0,0,1,0,0,0,1,0,00010001,17
5.78,0.32,27.32,21.04,87.2,664,0,1,0,0,1,0,0,1,1,0,10010011,147
6.15,0.48,21.68,21.14,67.2,669,0,0,0,0,0,0,0,0,1,0,00000001,1
6.36,0.86,25.03,25.17,58.1,880,0,1,1,0,0,1,0,0,0,0,11001000,200
6.07,1.16,23.75,27.36,87.4,448,0,1,1,0,1,0,0,0,0,0,11010000,208
6.78,1.03,18.31,23.42,55.1,697,0,0,0,0,0,1,1,0,0,0,00001100,12
5.54,1.14,16.7,25.33,60.1,792,1,0,1,0,0,0,0,1,0,0,01000010,66
5.8,1.14,19.28,21.96,77.6,1100,0,0,0,1,0,0,0,0,0,0,00100000,32
5.51,1.27,26.9,19.32,63.0,421,1,1,0,0,0,0,0,1,0,1,10000010,130
6.26,1.32,16.35,26.78,71.5,1098,1,0,1,1,0,0,0,0,0,1,01100000,96
5.4,0.81,16.61,22.46,59.0,1041,1,0,0,1,0,1,0,1,0,0,00101010,42
5.58,1.01,27.42,18.42,50.6,758,1,1,0,0,0,1,0,1,0,0,10001010,138
5.81,1.49,25.35,21.28,94.9,786,1,1,0,0,1,0,0,0,0,1,10010000,144
6.25,0.62,24.49,24.66,89.5,405,1,1,1,0,1,0,0,0,0,0,11010000,208
5.84,1.27,26.11,18.7,51.7,376,0,1,0,0,0,1,0,0,0,1,10001000,136
5.49,0.49,20.6,16.07,89.6,955,0,0,0,0,1,0,0,1,1,0,00010011,19
6.07,1.09,20.98,21.8,94.4,941,1,0,0,0,1,0,0,0,0,0,00010000,16
5.98,0.54,17.07,23.08,57.4,925,0,0,0,0,0,1,0,0,1,0,00001001,9
5.91,1.44,16.08,24.68,58.7,464,0,0,1,0,0,1,0,0,0,1,01001000,72
6.52,0.64,22.52,22.18,92.5,699,1,1,0,0,1,0,1,0,0,0,10010100,148
5.67,1.47,22.08,18.89,76.9,516,1,1,0,0,0,0,0,1,0,1,10000010,130
6.83,0.7,20.94,26.98,76.0,334,1,0,1,0,0,0,1,0,0,0,01000100,68
5.73,0.86,27.31,21.66,62.9,923,1,1,0,0,0,0,0,1,0,0,10000010,130
6.34,0.61,19.5,19.36,56.8,911,1,0,0,0,0,1,0,0,0,0,00001000,8
6.79,0.8,22.02,20.71,56.2,866,0,1,0,0,0,1,1,0,0,0,10001100,140
5.88,1.18,26.81,17.04,51.0,880,1,1,0,0,0,1,0,0,0,0,10001000,136
6.61,0.33,26.23,16.78,76.8,616,1,1,0,0,0,0,1,0,1,0,10000101,133
5.48,1.42,23.71,18.99,53.7,841,0,1,0,0,0,1,0,1,0,1,10001010,138
6.42,1.16,25.99,27.53,81.6,462,1,1,1,0,1,0,0,0,0,0,11010000,208
6.35,0.53,16.11,23.26,73.3,962,0,0,0,0,0,0,0,0,1,0,00000001,1
5.83,0.56,26.95,20.85,90.9,864,1,1,0,0,1,0,0,0,1,0,10010001,145
