pH,EC,W_Temp,A_Temp,Humid,CO2,Light_on_off,Water_cooler,Air_Cooler,Air_Vent,Dehumidifier,Humidifier,Acid_Dozer,Base_Dozer,Nutrient_Dozer,Distilled_Water_Dozer,Binary,Decimal_Label
6.08,1.11,23.04,22.62,67.5,1025,1,1,0,1,0,0,0,0,0,0,10100000,160
6.54,1.42,26.08,27.93,71.1,726,1,1,1,0,0,0,1,0,0,1,11000100,196
6.0,1.48,20.82,16.62,57.7,627,0,0,0,0,0,1,0,0,0,1,00001000,8
6.27,0.45,20.37,19.01,52.9,739,1,0,0,0,0,1,0,0,1,0,00001001,9
5.82,0.6,22.42,17.51,86.1,997,0,1,0,0,1,0,0,0,0,0,10010000,144
6.81,1.06,21.67,24.3,69.2,730,1,0,1,0,0,0,1,0,0,0,01000100,68
5.6,1.14,19.71,18.09,91.2,752,1,0,0,0,1,0,0,1,0,0,00010010,18
5.54,0.43,19.98,18.51,61.3,553,0,0,0,0,0,0,0,1,1,0,00000011,3
5.92,1.08,20.66,18.05,92.6,675,0,0,0,0,1,0,0,0,0,0,00010000,16
6.5,1.03,23.22,27.38,58.7,711,0,1,1,0,0,1,0,0,0,0,11001000,200
6.58,0.78,18.08,18.53,64.0,743,1,0,0,0,0,0,1,0,0,0,00000100,4
6.64,1.14,22.48,27.28,88.4,733,0,1,1,0,1,0,1,0,0,0,11010100,212
6.84,1.03,18.6,24.74,65.5,888,0,0,1,0,0,0,1,0,0,0,01000100,68
6.71,1.1,17.57,24.37,57.9,579,0,0,1,0,0,1,1,0,0,0,01001100,76
6.47,1.02,16.78,22.5,55.7,603,1,0,0,0,0,1,0,0,0,0,00001000,8
5.44,1.27,25.78,21.94,67.8,1009,1,1,0,1,0,0,0,1,0,1,10100010,162
5.59,0.83,22.9,19.84,51.1,509,0,1,0,0,0,1,0,1,0,0,10001010,138
6.18,0.94,26.99,21.88,81.0,861,1,1,0,0,1,0,0,0,0,0,10010000,144
5.44,1.41,22.19,21.59,55.8,1041,0,1,0,1,0,1,0,1,0,1,10101010,170
6.54,0.72,23.57,25.39,89.9,335,1,1,1,0,1,0,1,0,0,0,11010100,212
5.98,0.32,17.55,25.73,91.1,583,1,0,1,0,1,0,0,0,1,0,01010001,81
6.13,1.3,22.58,16.65,58.3,894,1,1,0,0,0,1,0,0,0,1,10001000,136
6.27,0.93,17.14,17.03,57.2,1007,1,0,0,1,0,1,0,0,0,0,00101000,40
6.75,1.44,19.63,20.81,61.5,1071,1,0,0,1,0,0,1,0,0,1,00100100,36
6.07,1.36,21.44,16.16,56.6,936,1,0,0,0,0,1,0,0,0,1,00001000,8
6.26,0.72,22.94,18.83,78.8,573,1,1,0,0,0,0,0,0,0,0,10000000,128
6.05,0.68,22.95,18.61,75.3,682,0,1,0,0,0,0,0,0,0,0,10000000,128
6.03,0.68,19.67,24.64,77.6,688,0,0,1,0,0,0,0,0,0,0,01000000,64
5.62,0.41,21.72,27.57,55.1,662,1,0,1,0,0,1,0,1,1,0,01001011,75
5.76,0.68,17.55,22.16,68.3,701,0,0,0,0,0,0,0,1,0,0,00000010,2
5.81,0.83,25.41,22.22,92.2,1023,1,1,0,1,1,0,0,0,0,0,10110000,176
5.65,0.55,16.28,26.05,90.1,955,0,0,1,0,1,0,0,1,1,0,01010011,83
6.84,0.56,27.01,26.2,60.9,403,0,1,1,0,0,0,1,0,1,0,11000101,197
5.61,0.64,23.65,18.4,64.9,841,1,1,0,0,0,0,0,1,0,0,10000010,130
6.73,0.9,27.33,24.24,61.7,874,1,1,1,0,0,0,1,0,0,0,11000100,196
5.5,1.37,20.46,25.36,79.7,1091,0,0,1,1,0,0,0,1,0,1,01100010,98
6.58,1.25,26.47,17.91,55.1,906,1,1,0,0,0,1,1,0,0,1,10001100,140
6.7,0.35,17.65,22.41,54.8,795,1,0,0,0,0,1,1,0,1,0,00001101,13
6.58,1.27,26.61,25.43,78.9,1072,0,1,1,1,0,0,1,0,0,1,11100100,228
5.62,1.25,21.29,17.67,71.3,627,0,0,0,0,0,0,0,1,0,1,00000010,2
6.49,1.43,26.62,19.13,79.3,643,0,1,0,0,0,0,0,0,0,1,10000000,128
6.12,0.81,24.87,27.35,72.3,940,1,1,1,0,0,0,0,0,0,0,11000000,192
5.57,1.03,25.54,16.15,64.1,826,1,1,0,0,0,0,0,1,0,0,10000010,130
6.29,1.21,23.5,19.64,94.3,1039,0,1,0,1,1,0,0,0,0,1,10110000,176
5.73,1.35,27.41,21.68,73.2,319,0,1,0,0,0,0,0,1,0,1,10000010,130
6.13,1.43,17.89,23.48,73.4,327,1,0,0,0,0,0,0,0,0,1,00000000,0
6.06,0.6,17.93,23.23,88.0,524,1,0,0,0,1,0,0,0,0,0,00010000,16
5.74,0.91,21.1,21.5,89.1,533,0,0,0,0,1,0,0,1,0,0,00010010,18
6.05,0.37,25.82,27.57,85.8,498,1,1,1,0,1,0,0,0,1,0,11010001,209
6.12,0.46,21.64,22.95,74.3,978,1,0,0,0,0,0,0,0,1,0,00000001,1
6.22,0.35,21.33,17.77,91.7,373,0,0,0,0,1,0,0,0,1,0,00010001,17
5.88,1.47,21.46,26.12,51.6,489,0,0,1,0,0,1,0,0,0,1,01001000,72
6.42,1.49,25.17,27.64,89.2,1042,0,1,1,1,1,0,0,0,0,1,11110000,240
5.72,1.38,22.31,17.62,50.2,446,0,1,0,0,0,1,0,1,0,1,10001010,138
5.65,0.47,17.88,25.17,69.3,592,1,0,1,0,0,0,0,1,1,0,01000011,67
5.54,0.32,21.54,25.71,60.0,568,1,0,1,0,0,0,0,1,1,0,01000011,67
5.45,1.04,17.3,20.1,88.1,607,0,0,0,0,1,0,0,1,0,0,00010010,18
6.87,1.02,24.69,24.55,53.9,840,0,1,1,0,0,1,1,0,0,0,11001100,204
6.87,1.48,19.93,16.0,56.9,923,0,0,0,0,0,1,1,0,0,1,00001100,12
5.61,0.69,16.1,17.4,56.9,741,1,0,0,0,0,1,0,1,0,0,00001010,10
6.35,0.84,19.09,23.03,88.5,1095,1,0,0,1,1,0,0,0,0,0,00110000,48
6.89,1.37,19.98,20.98,50.7,1003,1,0,0,1,0,1,1,0,0,1,00101100,44
6.13,0.36,24.75,17.61,77.9,458,1,1,0,0,0,0,0,0,1,0,10000001,129
6.82,0.45,24.4,23.1,57.4,874,0,1,0,0,0,1,1,0,1,0,10001101,141
6.06,1.14,23.64,23.95,77.4,1098,1,1,0,1,0,0,0,0,0,0,10100000,160
6.88,0.39,25.63,25.17,64.6,771,1,1,1,0,0,0,1,0,1,0,11000101,197
6.8,1.41,27.79,24.32,69.9,1063,0,1,1,1,0,0,1,0,0,1,11100100,228
6.33,0.6,26.58,26.29,83.1,789,0,1,1,0,1,0,0,0,0,0,11010000,208
6.88,1.07,24.17,18.6,88.8,505,1,1,0,0,1,0,1,0,0,0,10010100,148
6.66,0.6,20.26,26.11,72.1,703,0,0,1,0,0,0,1,0,0,0,01000100,68
5.5,0.5,26.17,17.43,90.2,453,0,1,0,0,1,0,0,1,1,0,10010011,147
5.75,0.4,19.74,18.01,72.3,653,0,0,0,0,0,0,0,1,1,0,00000011,3
5.56,1.28,19.66,23.75,94.0,415,0,0,0,0,1,0,0,1,0,1,00010010,18
5.48,1.44,16.93,26.81,79.5,519,0,0,1,0,0,0,0,1,0,1,01000010,66
6.26,1.28,24.52,19.79,91.8,659,0,1,0,0,1,0,0,0,0,1,10010000,144
6.9,0.57,21.76,24.15,69.4,712,0,0,1,0,0,0,1,0,1,0,01000101,69
5.64,0.44,23.03,20.24,71.5,803,1,1,0,0,0,0,0,1,1,0,10000011,131
5.61,1.08,21.61,23.64,81.6,834,0,0,0,0,1,0,0,1,0,0,00010010,18
6.83,0.84,19.66,17.82,71.6,986,0,0,0,0,0,0,1,0,0,0,00000100,4
6.43,0.41,20.95,26.14,76.9,753,0,0,1,0,0,0,0,0,1,0,01000001,65
5.71,1.43,24.27,21.8,94.9,424,1,1,0,0,1,0,0,1,0,1,10010010,146
6.52,0.43,19.86,22.84,82.0,490,0,0,0,0,1,0,1,0,1,0,00010101,21
5.48,0.83,17.01,23.28,86.0,988,0,0,0,0,1,0,0,1,0,0,00010010,18
6.05,0.8,27.32,19.71,65.7,1096,0,1,0,1,0,0,0,0,0,0,10100000,160
5.48,1.12,24.37,20.23,56.1,535,0,1,0,0,0,1,0,1,0,0,10001010,138
6.04,0.55,25.87,16.17,60.5,1043,1,1,0,1,0,0,0,0,1,0,10100001,161
6.72,1.0,25.52,16.82,80.5,929,1,1,0,0,1,0,1,0,0,0,10010100,148
6.31,1.29,20.07,19.65,83.0,479,1,0,0,0,1,0,0,0,0,1,00010000,16
5.59,1.21,26.81,27.77,52.4,454,1,1,1,0,0,1,0,1,0,1,11001010,202
6.55,0.69,16.08,16.6,65.3,558,1,0,0,0,0,0,1,0,0,0,00000100,4
6.86,1.42,19.52,23.16,83.2,839,0,0,0,0,1,0,1,0,0,1,00010100,20
6.7,0.35,24.57,27.42,71.6,342,1,1,1,0,0,0,1,0,1,0,11000101,197
6.88,1.19,18.31,25.11,63.7,953,0,0,1,0,0,0,1,0,0,0,01000100,68
5.94,0.81,19.48,26.33,94.0,991,0,0,1,0,1,0,0,0,0,0,01010000,80
6.03,0.95,24.04,27.57,92.5,392,1,1,1,0,1,0,0,0,0,0,11010000,208
5.82,0.76,17.35,27.38,56.1,1039,0,0,1,1,0,1,0,0,0,0,01101000,104
5.77,1.32,17.1,19.11,65.0,421,0,0,0,0,0,0,0,1,0,1,00000010,2
6.8,0.73,20.04,18.09,69.4,383,0,0,0,0,0,0,1,0,0,0,00000100,4
6.56,0.86,22.22,26.56,83.3,339,0,1,1,0,1,0,1,0,0,0,11010100,212
5.82,1.19,26.18,26.95,72.7,638,0,1,1,0,0,0,0,0,0,0,11000000,192
6.47,0.31,20.4,19.88,56.5,489,1,0,0,0,0,1,0,0,1,0,00001001,9
6.33,0.8,20.28,25.42,81.8,783,0,0,1,0,1,0,0,0,0,0,01010000,80
6.19,0.31,23.78,17.05,77.7,638,1,1,0,0,0,0,0,0,1,0,10000001,129
6.4,1.27,19.46,20.65,50.3,454,0,0,0,0,0,1,0,0,0,1,00001000,8
5.69,0.5,18.17,24.25,93.2,821,0,0,1,0,1,0,0,1,1,0,01010011,83
6.65,0.96,20.12,27.41,70.8,696,0,0,1,0,0,0,1,0,0,0,01000100,68
6.51,1.14,22.04,23.22,93.4,639,0,1,0,0,1,0,1,0,0,0,10010100,148
5.86,0.45,23.81,20.43,60.6,493,0,1,0,0,0,0,0,0,1,0,10000001,129
6.72,1.21,25.6,22.77,85.4,657,0,1,0,0,1,0,1,0,0,1,10010100,148
6.56,1.49,22.17,26.28,62.4,313,0,1,1,0,0,0,1,0,0,1,11000100,196
6.71,0.9,26.98,21.35,79.3,696,0,1,0,0,0,0,1,0,0,0,10000100,132
5.97,1.05,19.28,19.74,56.4,740,0,0,0,0,0,1,0,0,0,0,00001000,8
5.88,0.8,20.93,17.08,93.1,853,1,0,0,0,1,0,0,0,0,0,00010000,16
5.98,0.64,18.17,20.85,51.9,960,0,0,0,0,0,1,0,0,0,0,00001000,8
5.43,0.87,19.97,21.52,78.0,660,1,0,0,0,0,0,0,1,0,0,00000010,2
5.63,0.61,20.04,16.73,59.6,569,0,0,0,0,0,1,0,1,0,0,00001010,10
6.01,0.71,25.61,21.13,81.2,667,0,1,0,0,1,0,0,0,0,0,10010000,144
5.69,1.32,26.42,25.64,77.1,1097,1,1,1,1,0,0,0,1,0,1,11100010,226
5.8,0.73,20.37,18.62,54.3,565,1,0,0,0,0,1,0,0,0,0,00001000,8
6.47,0.55,23.07,21.33,88.4,533,1,1,0,0,1,0,0,0,1,0,10010001,145
6.02,1.12,19.87,26.23,85.1,619,0,0,1,0,1,0,0,0,0,0,01010000,80
6.29,0.59,20.56,19.46,70.5,525,0,0,0,0,0,0,0,0,1,0,00000001,1
5.89,0.97,23.72,21.02,75.3,673,0,1,0,0,0,0,0,0,0,0,10000000,128
6.76,0.77,26.11,22.38,60.1,662,0,1,0,0,0,0,1,0,0,0,10000100,132
6.23,0.91,22.34,19.9,89.2,875,0,1,0,0,1,0,0,0,0,0,10010000,144
6.17,1.45,24.21,18.66,73.3,802,0,1,0,0,0,0,0,0,0,1,10000000,128
5.86,0.61,24.79,19.39,54.1,463,1,1,0,0,0,1,0,0,0,0,10001000,136
5.94,1.41,16.45,17.91,73.7,1011,1,0,0,1,0,0,0,0,0,1,00100000,32
6.21,0.63,24.58,23.21,60.7,1086,1,1,0,1,0,0,0,0,0,0,10100000,160
6.46,0.83,25.7,21.75,70.2,773,0,1,0,0,0,0,0,0,0,0,10000000,128
6.38,0.61,19.33,24.96,71.5,1044,1,0,1,1,0,0,0,0,0,0,01100000,96
6.38,1.26,16.25,17.2,72.9,374,1,0,0,0,0,0,0,0,0,1,00000000,0
6.41,0.77,23.83,27.4,91.8,885,0,1,1,0,1,0,0,0,0,0,11010000,208
6.13,1.44,17.36,22.17,60.7,911,1,0,0,0,0,0,0,0,0,1,00000000,0
5.49,0.61,16.27,18.89,86.6,696,1,0,0,0,1,0,0,1,0,0,00010010,18
6.46,1.4,25.82,24.66,79.9,452,1,1,1,0,0,0,0,0,0,1,11000000,192
6.34,0.85,17.99,18.52,66.0,600,1,0,0,0,0,0,0,0,0,0,00000000,0
6.83,1.37,24.98,22.12,87.6,960,0,1,0,0,1,0,1,0,0,1,10010100,148
6.16,0.9,27.69,25.84,93.6,720,0,1,1,0,1,0,0,0,0,0,11010000,208
5.64,0.79,23.61,17.5,55.3,1079,0,1,0,1,0,1,0,1,0,0,10101010,170
6.12,0.55,18.32,20.4,77.5,730,1,0,0,0,0,0,0,0,1,0,00000001,1
5.75,0.49,21.78,24.78,58.0,695,0,0,1,0,0,1,0,1,1,0,01001011,75
6.82,0.72,25.5,18.41,51.4,1099,1,1,0,1,0,1,1,0,0,0,10101100,172
6.45,0.64,24.78,17.65,81.2,669,0,1,0,0,1,0,0,0,0,0,10010000,144
5.76,0.62,21.91,26.7,87.2,696,1,0,1,0,1,0,0,1,0,0,01010010,82
6.08,0.34,27.75,18.09,53.0,891,0,1,0,0,0,1,0,0,1,0,10001001,137
6.04,0.3,18.63,18.3,61.8,1043,1,0,0,1,0,0,0,0,1,0,00100001,33
5.56,0.93,27.25,17.67,54.2,394,1,1,0,0,0,1,0,1,0,0,10001010,138
6.42,0.69,17.53,21.46,79.8,412,1,0,0,0,0,0,0,0,0,0,00000000,0
5.54,0.5,27.08,21.32,62.5,944,0,1,0,0,0,0,0,1,1,0,10000011,131
6.04,0.36,17.59,21.44,66.0,436,0,0,0,0,0,0,0,0,1,0,00000001,1
6.83,1.12,21.1,21.65,57.6,402,1,0,0,0,0,1,1,0,0,0,00001100,12
6.57,0.93,20.83,24.95,75.0,697,1,0,1,0,0,0,1,0,0,0,01000100,68
6.75,0.74,27.6,16.02,80.2,541,0,1,0,0,1,0,1,0,0,0,10010100,148
5.85,0.37,27.2,17.87,51.2,1050,0,1,0,1,0,1,0,0,1,0,10101001,169
6.11,0.73,25.47,24.54,70.4,559,0,1,1,0,0,0,0,0,0,0,11000000,192
6.25,0.9,23.74,20.66,73.1,478,1,1,0,0,0,0,0,0,0,0,10000000,128
5.91,0.58,24.17,18.16,70.3,321,0,1,0,0,0,0,0,0,1,0,10000001,129
6.6,0.54,24.04,20.94,76.5,1090,0,1,0,1,0,0,1,0,1,0,10100101,165
6.5,0.86,17.46,24.53,73.0,522,1,0,1,0,0,0,0,0,0,0,01000000,64
6.72,0.89,23.2,18.77,86.8,755,1,1,0,0,1,0,1,0,0,0,10010100,148
6.48,1.37,27.76,23.21,88.1,862,0,1,0,0,1,0,0,0,0,1,10010000,144
5.84,0.92,20.4,21.62,70.2,416,1,0,0,0,0,0,0,0,0,0,00000000,0
5.4,1.15,25.22,27.01,66.8,495,1,1,1,0,0,0,0,1,0,0,11000010,194
6.15,1.18,27.64,20.69,64.0,963,0,1,0,0,0,0,0,0,0,0,10000000,128
6.67,1.29,24.37,21.16,80.7,620,0,1,0,0,1,0,1,0,0,1,10010100,148
5.49,1.08,23.41,27.08,58.1,508,1,1,1,0,0,1,0,1,0,0,11001010,202
5.56,0.4,16.17,18.73,62.8,1012,1,0,0,1,0,0,0,1,1,0,00100011,35
6.79,0.68,18.48,21.48,82.7,1015,1,0,0,1,1,0,1,0,0,0,00110100,52
5.97,0.9,24.56,26.27,80.7,433,1,1,1,0,1,0,0,0,0,0,11010000,208
6.14,1.36,18.31,21.37,89.9,618,1,0,0,0,1,0,0,0,0,1,00010000,16
5.8,0.42,21.19,25.39,77.3,616,0,0,1,0,0,0,0,0,1,0,01000001,65
5.75,0.5,27.0,26.5,84.7,441,0,1,1,0,1,0,0,1,1,0,11010011,211
5.82,1.23,21.61,20.04,74.7,1042,0,0,0,1,0,0,0,0,0,1,00100000,32
5.48,0.64,17.98,20.71,76.5,501,0,0,0,0,0,0,0,1,0,0,00000010,2
6.26,1.25,16.64,22.56,86.2,990,0,0,0,0,1,0,0,0,0,1,00010000,16
6.8,0.39,26.3,26.0,92.4,669,1,1,1,0,1,0,1,0,1,0,11010101,213
6.02,1.31,23.67,17.22,51.0,728,1,1,0,0,0,1,0,0,0,1,10001000,136
6.35,1.07,24.89,22.55,68.3,823,1,1,0,0,0,0,0,0,0,0,10000000,128
6.17,0.39,24.37,25.37,89.8,965,0,1,1,0,1,0,0,0,1,0,11010001,209
6.61,1.05,26.18,16.27,64.4,932,1,1,0,0,0,0,1,0,0,0,10000100,132
5.66,1.4,21.87,17.99,67.8,361,0,0,0,0,0,0,0,1,0,1,00000010,2
6.37,0.76,24.73,19.2,55.2,391,1,1,0,0,0,1,0,0,0,0,10001000,136
6.65,1.19,21.2,17.21,58.2,487,0,0,0,0,0,1,1,0,0,0,00001100,12
6.2,1.37,23.46,20.98,85.8,1025,1,1,0,1,1,0,0,0,0,1,10110000,176
6.53,0.35,17.44,27.79,62.6,843,1,0,1,0,0,0,1,0,1,0,01000101,69
5.78,0.36,26.69,16.52,82.0,706,0,1,0,0,1,0,0,1,1,0,10010011,147
6.47,1.08,19.98,18.75,52.7,678,0,0,0,0,0,1,0,0,0,0,00001000,8
6.35,0.7,21.39,17.95,52.7,1017,0,0,0,1,0,1,0,0,0,0,00101000,40
6.64,0.83,26.73,26.32,72.4,890,1,1,1,0,0,0,1,0,0,0,11000100,196
6.37,0.97,24.34,19.07,82.0,516,1,1,0,0,1,0,0,0,0,0,10010000,144
6.44,0.59,27.99,17.4,93.3,524,1,1,0,0,1,0,0,0,1,0,10010001,145
5.42,1.17,20.92,23.48,88.5,873,0,0,0,0,1,0,0,1,0,0,00010010,18
6.61,0.92,17.34,18.72,64.9,977,0,0,0,0,0,0,1,0,0,0,00000100,4
6.75,0.67,23.11,25.37,67.5,1050,0,1,1,1,0,0,1,0,0,0,11100100,228
6.29,0.59,21.58,23.54,74.3,897,1,0,0,0,0,0,0,0,1,0,00000001,1
6.17,1.33,27.15,20.14,73.2,392,0,1,0,0,0,0,0,0,0,1,10000000,128
5.84,1.39,19.13,21.63,80.9,492,1,0,0,0,1,0,0,0,0,1,00010000,16
